Unnamed: 0,id,code_id_1,code_id_2,label
9119,9119,243,135,0
6743,6743,337,334,0
4717,4717,363,368,1
6222,6222,299,343,0
11952,11952,112,130,0
7111,7111,115,343,0
7608,7608,314,390,0
1773,1773,104,172,1
6824,6824,23,199,0
3010,3010,128,306,1
10294,10294,220,324,0
11626,11626,57,203,0
797,797,90,169,1
3618,3618,234,236,1
2381,2381,115,122,1
2829,2829,124,230,1
12232,12232,125,331,0
12051,12051,286,189,0
10754,10754,298,106,0
4633,4633,358,374,1
312,312,18,161,1
6510,6510,280,339,0
746,746,89,247,1
3569,3569,231,238,1
790,790,90,162,1
2476,2476,116,306,1
6120,6120,195,328,1
10724,10724,51,178,0
11473,11473,277,342,0
2570,2570,118,244,1
5753,5753,47,55,1
8066,8066,221,224,0
10635,10635,212,42,0
6448,6448,143,327,0
5599,5599,41,42,1
7944,7944,360,45,0
4355,4355,348,351,1
2163,2163,111,118,1
9033,9033,144,39,0
8860,8860,95,405,0
380,380,85,116,1
11194,11194,72,307,0
1292,1292,97,122,1
1912,1912,106,240,1
6961,6961,143,315,0
599,599,88,95,1
3892,3892,200,369,1
4141,4141,341,375,1
5540,5540,38,393,1
1652,1652,102,230,1
8426,8426,131,189,0
9693,9693,141,415,0
1893,1893,106,169,1
1944,1944,107,129,1
3395,3395,171,244,1
3388,3388,171,237,1
6502,6502,288,385,0
4362,4362,348,358,1
12019,12019,80,97,0
375,375,85,111,1
1966,1966,107,234,1
3957,3957,337,349,1
6195,6195,224,19,0
10795,10795,267,194,0
4423,4423,350,360,1
5351,5351,33,38,1
5696,5696,44,132,1
1243,1243,96,174,1
8127,8127,144,412,0
9918,9918,209,196,0
8144,8144,267,408,0
12213,12213,282,366,0
8069,8069,93,353,0
1471,1471,99,247,1
3346,3346,169,307,1
4522,4522,353,378,1
2657,2657,120,236,1
2853,2853,125,129,1
4506,4506,353,362,1
11661,11661,281,97,0
11048,11048,372,319,0
12026,12026,207,65,0
4045,4045,339,356,1
8188,8188,399,400,0
4062,4062,339,373,1
5326,5326,32,48,1
10695,10695,132,136,0
6578,6578,104,329,0
11600,11600,238,318,0
7310,7310,212,98,0
4306,4306,346,365,1
11032,11032,152,362,0
5139,5139,27,51,1
10072,10072,215,356,0
9751,9751,170,43,0
8045,8045,101,23,0
3990,3990,338,341,1
1049,1049,93,248,1
3823,3823,131,344,1
8132,8132,5,157,0
9853,9853,166,328,0
2035,2035,108,244,1
4039,4039,339,350,1
10074,10074,80,239,0
7908,7908,344,255,0
11508,11508,292,173,0
1972,1972,107,240,1
12305,12305,221,320,0
2099,2099,109,307,1
1499,1499,100,125,1
5205,5205,29,38,1
3512,3512,176,241,1
10885,10885,260,327,0
10461,10461,30,409,0
652,652,88,231,1
170,170,148,286,1
4085,4085,340,357,1
242,242,16,295,1
9706,9706,241,66,0
5798,5798,49,61,1
10452,10452,64,266,0
4371,4371,348,367,1
1644,1644,102,170,1
6355,6355,141,73,0
5594,5594,40,132,1
2756,2756,122,244,1
8035,8035,71,199,0
7675,7675,287,314,0
9470,9470,210,366,0
9244,9244,146,11,0
8441,8441,34,262,0
5231,5231,29,132,1
2076,2076,109,175,1
4103,4103,340,375,1
11764,11764,152,244,0
3996,3996,338,347,1
4801,4801,369,377,1
5968,5968,132,268,1
10640,10640,366,301,0
7458,7458,88,60,0
7770,7770,350,311,0
8539,8539,235,332,0
7334,7334,345,269,0
11530,11530,79,162,0
10988,10988,94,365,0
11885,11885,51,408,0
5849,5849,52,61,1
10212,10212,277,194,0
9541,9541,207,56,0
10228,10228,281,378,0
4661,4661,360,363,1
4078,4078,340,350,1
6054,6054,160,305,1
10390,10390,112,269,0
5974,5974,268,393,1
640,640,88,167,1
1270,1270,97,100,1
7928,7928,61,314,0
2778,2778,123,170,1
8019,8019,115,228,0
4932,4932,22,59,1
6060,6060,249,309,1
1985,1985,108,111,1
3861,3861,200,338,1
3480,3480,175,231,1
1534,1534,100,243,1
325,325,18,174,1
5764,5764,47,268,1
2338,2338,114,162,1
7061,7061,285,178,0
3980,3980,337,372,1
9240,9240,144,216,0
8289,8289,162,345,0
4054,4054,339,365,1
2237,2237,112,168,1
5229,5229,29,62,1
9380,9380,285,355,0
4571,4571,355,378,1
11898,11898,216,403,0
5474,5474,36,62,1
10790,10790,212,253,0
864,864,91,129,1
8408,8408,206,99,0
4942,4942,23,24,1
2253,2253,112,236,1
6010,6010,135,271,1
7924,7924,11,272,0
371,371,85,107,1
8832,8832,204,301,0
11663,11663,174,390,0
609,609,88,105,1
7203,7203,119,353,0
10290,10290,294,123,0
10719,10719,166,160,0
11065,11065,9,371,0
11422,11422,76,193,0
9613,9613,220,46,0
11870,11870,233,362,0
9267,9267,93,415,0
5830,5830,51,58,1
2364,2364,114,240,1
3213,3213,165,239,1
5456,5456,36,44,1
911,911,92,101,1
11116,11116,126,309,0
10728,10728,287,297,0
3789,3789,20,355,1
9000,9000,91,335,0
10360,10360,144,106,0
5581,5581,40,51,1
10402,10402,151,372,0
10764,10764,50,180,0
8606,8606,197,404,0
5060,5060,25,55,1
1423,1423,99,116,1
12064,12064,71,103,0
479,479,86,165,1
662,662,88,241,1
6817,6817,74,400,0
6437,6437,29,264,0
11818,11818,22,203,0
10385,10385,110,321,0
2988,2988,128,175,1
1119,1119,94,245,1
2776,2776,123,168,1
4535,4535,354,366,1
10920,10920,348,196,0
8736,8736,348,257,0
9450,9450,43,193,0
6349,6349,314,198,0
10172,10172,45,304,0
9088,9088,106,348,0
7781,7781,147,324,0
5573,5573,40,43,1
6135,6135,199,330,1
5269,5269,30,132,1
4427,4427,350,364,1
9591,9591,86,190,0
5247,5247,30,42,1
7281,7281,124,308,0
3981,3981,337,373,1
8872,8872,7,336,0
11714,11714,140,214,0
2893,2893,126,128,1
2669,2669,120,248,1
3977,3977,337,369,1
8372,8372,155,184,0
279,279,18,97,1
9707,9707,295,225,0
9141,9141,214,381,0
10403,10403,291,343,0
10845,10845,137,346,0
10884,10884,91,345,0
5197,5197,29,30,1
4664,4664,360,366,1
1694,1694,103,125,1
10956,10956,100,342,0
5018,5018,24,56,1
6133,6133,199,265,1
3479,3479,175,230,1
5554,5554,39,52,1
4416,4416,350,353,1
11451,11451,32,136,0
4155,4155,342,352,1
4883,4883,21,56,1
5807,5807,50,52,1
3809,3809,20,375,1
11623,11623,359,53,0
10599,10599,370,184,0
9809,9809,5,91,0
4296,4296,346,355,1
7277,7277,286,260,0
4683,4683,361,367,1
12083,12083,169,190,0
10809,10809,76,192,0
7405,7405,359,186,0
5593,5593,40,63,1
2209,2209,111,247,1
9930,9930,0,401,0
9767,9767,147,89,0
5402,5402,34,55,1
2410,2410,115,234,1
4563,4563,355,370,1
184,184,12,219,1
7316,7316,389,404,0
7379,7379,146,253,0
4516,4516,353,372,1
2350,2350,114,174,1
553,553,87,128,1
1397,1397,98,241,1
1384,1384,98,176,1
7229,7229,78,36,0
9520,9520,89,334,0
5856,5856,52,394,1
4903,4903,22,30,1
297,297,18,115,1
443,443,86,98,1
12131,12131,362,309,0
5215,5215,29,48,1
10240,10240,79,127,0
10864,10864,207,72,0
2077,2077,109,176,1
6017,6017,203,414,1
4751,4751,365,373,1
10237,10237,176,258,0
2229,2229,112,129,1
2842,2842,124,243,1
2537,2537,118,128,1
194,194,81,291,1
10201,10201,146,332,0
6636,6636,330,403,0
7563,7563,0,112,0
817,817,90,241,1
3367,3367,170,243,1
6835,6835,176,304,0
6553,6553,173,42,0
2578,2578,119,121,1
1131,1131,95,102,1
7107,7107,372,301,0
5505,5505,37,62,1
6761,6761,73,291,0
12210,12210,138,264,0
9858,9858,375,414,0
9512,9512,129,156,0
320,320,18,169,1
1371,1371,98,163,1
4042,4042,339,353,1
7019,7019,342,22,0
7840,7840,277,159,0
907,907,92,97,1
305,305,18,123,1
3950,3950,337,342,1
5529,5529,38,56,1
9351,9351,9,399,0
10930,10930,147,319,0
9115,9115,144,160,0
7578,7578,393,328,0
9269,9269,94,28,0
8696,8696,20,264,0
10329,10329,172,62,0
926,926,92,116,1
244,244,154,295,1
9568,9568,222,136,0
15,15,1,207,1
143,143,8,146,1
5983,5983,133,202,1
2363,2363,114,239,1
9027,9027,91,28,0
129,129,212,213,1
1161,1161,95,163,1
11117,11117,218,364,0
12049,12049,300,402,0
7889,7889,242,60,0
7108,7108,282,229,0
12151,12151,296,260,0
7672,7672,277,87,0
5458,5458,36,46,1
9947,9947,345,185,0
5308,5308,31,268,1
1876,1876,106,121,1
2488,2488,117,128,1
8374,8374,282,131,0
4479,4479,352,361,1
1182,1182,95,236,1
2525,2525,117,248,1
8167,8167,1,92,0
1170,1170,95,172,1
10689,10689,38,384,0
2182,2182,111,168,1
11744,11744,104,135,0
12134,12134,22,316,0
6792,6792,15,234,0
9393,9393,161,186,0
10473,10473,240,315,0
11034,11034,234,388,0
3371,3371,170,247,1
9967,9967,68,103,0
1859,1859,105,248,1
7401,7401,244,404,0
7273,7273,281,307,0
8084,8084,240,34,0
6781,6781,58,385,0
1878,1878,106,123,1
7407,7407,170,228,0
3588,3588,232,239,1
8366,8366,28,399,0
3121,3121,162,306,1
387,387,85,123,1
1311,1311,97,172,1
1032,1032,93,231,1
9846,9846,186,194,0
6584,6584,11,153,0
8223,8223,361,381,0
6382,6382,3,41,0
6725,6725,278,268,0
12301,12301,101,158,0
7825,7825,367,61,0
4936,4936,22,63,1
931,931,92,121,1
9021,9021,290,170,0
4019,4019,338,370,1
691,691,89,109,1
11686,11686,103,360,0
5987,5987,134,269,1
6364,6364,46,385,0
1909,1909,106,237,1
829,829,91,94,1
3498,3498,175,306,1
9296,9296,39,262,0
2081,2081,109,232,1
10955,10955,41,255,0
11613,11613,277,108,0
44,44,138,275,1
3939,3939,267,373,1
8022,8022,213,387,0
7007,7007,35,402,0
4319,4319,346,378,1
2965,2965,127,243,1
3969,3969,337,361,1
1187,1187,95,241,1
11009,11009,121,375,0
8094,8094,91,398,0
7049,7049,113,130,0
9427,9427,114,355,0
284,284,18,102,1
10911,10911,169,197,0
6308,6308,339,335,0
4159,4159,342,356,1
3092,3092,162,168,1
9627,9627,67,260,0
4556,4556,355,363,1
5555,5555,39,53,1
6978,6978,280,321,0
4323,4323,347,350,1
3982,3982,337,374,1
8121,8121,34,179,0
6940,6940,363,180,0
3364,3364,170,240,1
1404,1404,98,248,1
3195,3195,165,169,1
9894,9894,69,42,0
7820,7820,2,234,0
969,969,92,242,1
9987,9987,273,298,0
6543,6543,233,67,0
3734,3734,244,247,1
925,925,92,115,1
11685,11685,146,315,0
8935,8935,213,231,0
4725,4725,363,376,1
2843,2843,124,244,1
2851,2851,125,127,1
10137,10137,214,56,0
7897,7897,276,14,0
5956,5956,62,63,1
519,519,87,94,1
10902,10902,130,361,0
11788,11788,102,36,0
4471,4471,352,353,1
7847,7847,320,196,0
4348,4348,347,375,1
11038,11038,69,127,0
11465,11465,90,374,0
3626,3626,234,244,1
1789,1789,104,240,1
10183,10183,81,39,0
2059,2059,109,127,1
9289,9289,363,397,0
7200,7200,277,34,0
4013,4013,338,364,1
6006,6006,66,414,1
1902,1902,106,230,1
8949,8949,40,314,0
6215,6215,109,130,0
4686,4686,361,370,1
9660,9660,89,264,0
4922,4922,22,49,1
6785,6785,4,287,0
7962,7962,266,409,0
7963,7963,339,38,0
12238,12238,358,327,0
75,75,71,209,1
2345,2345,114,169,1
6447,6447,161,266,0
8267,8267,12,254,0
430,430,85,306,1
4586,4586,356,370,1
5483,5483,37,40,1
7750,7750,214,35,0
6405,6405,221,334,0
11839,11839,373,381,0
8417,8417,170,335,0
12129,12129,256,397,0
10034,10034,145,322,0
9452,9452,162,403,0
1553,1553,101,113,1
5874,5874,54,57,1
240,240,16,154,1
783,783,90,124,1
11227,11227,280,216,0
3066,3066,161,230,1
12000,12000,278,166,0
977,977,92,307,1
4905,4905,22,32,1
6264,6264,376,390,0
6987,6987,279,349,0
10208,10208,355,204,0
5695,5695,44,63,1
2941,2941,127,167,1
8610,8610,80,253,0
8192,8192,129,193,0
7328,7328,144,270,0
7205,7205,169,314,0
8222,8222,61,197,0
9920,9920,54,136,0
1620,1620,102,115,1
5642,5642,42,59,1
12295,12295,140,269,0
2146,2146,110,240,1
1801,1801,105,107,1
2095,2095,109,246,1
9052,9052,159,190,0
8000,8000,97,366,0
1357,1357,98,118,1
9980,9980,13,33,0
9081,9081,207,265,0
6782,6782,70,409,0
10280,10280,270,327,0
7288,7288,124,350,0
9447,9447,117,254,0
3565,3565,231,234,1
12214,12214,91,205,0
10794,10794,6,268,0
8241,8241,70,390,0
1609,1609,102,104,1
3096,3096,162,172,1
4590,4590,356,374,1
2415,2415,115,239,1
2017,2017,108,174,1
2971,2971,127,306,1
6424,6424,80,266,0
4125,4125,341,359,1
5846,5846,52,58,1
5375,5375,33,62,1
12059,12059,285,239,0
11797,11797,94,392,0
3246,3246,166,240,1
124,124,143,213,1
1106,1106,94,232,1
11487,11487,295,394,0
11896,11896,73,19,0
840,840,91,105,1
6394,6394,121,322,0
9683,9683,287,161,0
5649,5649,42,268,1
11257,11257,259,390,0
3341,3341,169,245,1
598,598,88,94,1
2123,2123,110,165,1
5512,5512,38,39,1
8627,8627,153,86,0
9677,9677,122,362,0
8816,8816,161,303,0
9459,9459,83,63,0
11890,11890,207,301,0
5999,5999,65,414,1
2197,2197,111,235,1
4051,4051,339,362,1
1216,1216,96,116,1
3362,3362,170,238,1
2501,2501,117,172,1
725,725,89,174,1
7506,7506,383,386,0
978,978,93,94,1
808,808,90,232,1
7716,7716,284,127,0
1475,1475,100,101,1
9234,9234,365,187,0
8747,8747,152,340,0
8300,8300,158,392,0
4906,4906,22,33,1
10436,10436,53,390,0
11101,11101,1,124,0
4930,4930,22,57,1
4542,4542,354,373,1
3962,3962,337,354,1
9545,9545,145,267,0
2671,2671,120,307,1
7472,7472,7,57,0
1235,1235,96,166,1
1225,1225,96,125,1
1764,1764,104,163,1
8812,8812,74,378,0
9511,9511,222,192,0
7899,7899,81,28,0
7754,7754,78,191,0
7149,7149,80,257,0
3217,3217,165,243,1
5737,5737,46,60,1
287,287,18,105,1
7640,7640,309,191,0
2966,2966,127,244,1
3164,3164,164,171,1
9951,9951,147,388,0
9440,9440,120,386,0
10931,10931,281,328,0
1657,1657,102,235,1
1975,1975,107,243,1
2397,2397,115,169,1
452,452,86,107,1
2710,2710,121,243,1
11262,11262,340,192,0
7148,7148,114,22,0
3681,3681,238,245,1
6715,6715,163,319,0
422,422,85,241,1
8670,8670,352,300,0
5316,5316,32,38,1
7025,7025,30,202,0
657,657,88,236,1
3301,3301,168,234,1
12208,12208,337,406,0
2845,2845,124,246,1
4066,4066,339,377,1
10826,10826,351,314,0
11995,11995,33,261,0
5244,5244,30,39,1
1001,1001,93,117,1
4198,4198,343,359,1
2418,2418,115,242,1
875,875,91,171,1
8064,8064,285,187,0
6726,6726,219,312,0
3847,3847,131,368,1
961,961,92,234,1
1580,1580,101,171,1
9303,9303,231,404,0
7886,7886,2,57,0
2206,2206,111,244,1
4266,4266,345,358,1
8881,8881,188,67,0
12205,12205,149,338,0
4231,4231,344,357,1
757,757,90,98,1
4866,4866,21,39,1
5406,5406,34,59,1
5313,5313,32,35,1
2284,2284,113,161,1
9096,9096,158,194,0
7001,7001,83,300,0
7242,7242,75,128,0
5507,5507,37,132,1
5309,5309,31,393,1
9220,9220,13,236,0
4827,4827,372,379,1
7706,7706,211,31,0
7689,7689,294,320,0
807,807,90,231,1
3907,3907,267,341,1
6141,6141,265,332,1
8492,8492,307,402,0
9778,9778,274,304,0
7023,7023,240,329,0
1956,1956,107,172,1
2445,2445,116,166,1
8559,8559,170,348,0
6969,6969,373,23,0
11458,11458,71,158,0
8731,8731,138,382,0
10036,10036,204,199,0
2402,2402,115,174,1
11469,11469,282,259,0
1073,1073,94,116,1
10628,10628,40,160,0
3398,3398,171,247,1
4240,4240,344,366,1
6524,6524,144,374,0
5436,5436,35,56,1
7977,7977,99,181,0
10460,10460,182,332,0
2091,2091,109,242,1
4527,4527,354,358,1
12298,12298,209,283,0
1698,1698,103,129,1
11180,11180,123,24,0
10315,10315,406,303,0
9586,9586,372,196,0
7197,7197,10,239,0
9216,9216,322,36,0
1003,1003,93,119,1
10175,10175,143,58,0
11182,11182,20,333,0
10236,10236,224,309,0
8095,8095,206,196,0
4651,4651,359,372,1
10284,10284,359,311,0
11221,11221,278,249,0
6156,6156,294,43,0
1485,1485,100,111,1
11349,11349,297,375,0
5368,5368,33,55,1
9940,9940,76,221,0
1411,1411,99,104,1
6289,6289,347,202,0
11603,11603,231,43,0
11165,11165,135,390,0
8185,8185,372,50,0
709,709,89,127,1
7498,7498,213,29,0
3603,3603,233,237,1
985,985,93,101,1
3076,3076,161,240,1
6169,6169,268,204,0
9625,9625,97,272,0
8583,8583,77,50,0
6713,6713,78,80,0
5077,5077,26,30,1
4101,4101,340,373,1
8109,8109,164,396,0
2722,2722,122,127,1
11515,11515,11,328,0
1268,1268,97,98,1
2462,2462,116,235,1
8255,8255,91,268,0
268,268,18,86,1
3580,3580,231,306,1
4750,4750,365,372,1
8159,8159,276,314,0
7520,7520,69,330,0
8005,8005,72,358,0
7837,7837,15,295,0
9055,9055,218,56,0
2821,2821,124,170,1
11557,11557,276,5,0
589,589,87,247,1
8612,8612,65,331,0
11044,11044,93,269,0
8014,8014,24,396,0
656,656,88,235,1
9979,9979,163,203,0
9735,9735,248,314,0
2037,2037,108,246,1
9567,9567,208,280,0
8904,8904,45,405,0
3758,3758,130,188,1
6845,6845,19,407,0
6151,6151,390,391,1
7998,7998,361,43,0
2028,2028,108,237,1
10304,10304,142,173,0
677,677,89,95,1
9620,9620,316,405,0
1232,1232,96,163,1
5454,5454,36,42,1
8079,8079,316,198,0
9597,9597,151,43,0
8108,8108,343,33,0
7662,7662,235,179,0
4856,4856,21,29,1
8246,8246,111,256,0
2432,2432,116,122,1
8845,8845,303,312,0
11354,11354,150,16,0
4647,4647,359,368,1
11100,11100,97,35,0
7717,7717,231,204,0
896,896,91,244,1
1611,1611,102,106,1
10127,10127,323,193,0
1587,1587,101,230,1
6686,6686,319,266,0
9869,9869,272,312,0
11519,11519,157,257,0
1719,1719,103,233,1
7562,7562,278,84,0
9699,9699,235,29,0
3806,3806,20,372,1
8653,8653,311,262,0
9460,9460,34,315,0
4701,4701,362,368,1
3961,3961,337,353,1
731,731,89,232,1
5557,5557,39,55,1
9862,9862,213,365,0
5564,5564,39,62,1
11434,11434,22,400,0
10405,10405,111,363,0
6087,6087,256,318,1
890,890,91,238,1
7607,7607,130,409,0
11068,11068,279,229,0
4006,4006,338,357,1
4939,4939,22,268,1
9761,9761,5,414,0
7762,7762,355,60,0
5898,5898,55,394,1
6173,6173,81,357,0
9276,9276,190,381,0
5819,5819,50,132,1
9186,9186,145,24,0
8464,8464,22,178,0
2799,2799,123,243,1
8793,8793,406,396,0
584,584,87,242,1
3268,3268,167,231,1
3932,3932,267,366,1
4965,4965,23,47,1
1260,1260,96,243,1
8602,8602,80,391,0
6199,6199,7,112,0
6692,6692,360,44,0
310,310,18,128,1
1716,1716,103,230,1
10575,10575,238,189,0
6009,6009,135,270,1
2052,2052,109,120,1
10178,10178,12,379,0
4668,4668,360,370,1
4298,4298,346,357,1
6646,6646,92,366,0
3783,3783,20,349,1
1008,1008,93,124,1
10260,10260,282,372,0
