Unnamed: 0,id,code_id_1,code_id_2,label
1436,1436,9,2,0
357,357,124,6,1
967,967,120,57,0
783,783,5,65,1
735,735,44,8,1
1035,1035,137,140,0
970,970,128,44,0
1435,1435,123,138,0
1649,1649,70,28,0
1656,1656,35,71,0
1401,1401,61,102,0
1595,1595,99,14,0
1616,1616,91,8,0
885,885,71,92,1
79,79,106,129,1
1172,1172,131,38,0
814,814,56,65,1
1211,1211,121,143,0
671,671,32,77,1
1442,1442,78,95,0
57,57,10,6,1
133,133,107,47,1
1140,1140,37,90,0
933,933,141,144,1
1586,1586,106,2,0
823,823,56,89,1
504,504,14,37,1
1668,1668,15,115,0
347,347,124,31,1
386,386,129,48,1
1024,1024,80,117,0
894,894,76,92,1
828,828,6,65,1
1776,1776,20,103,0
475,475,139,37,1
1659,1659,133,103,0
1310,1310,80,49,0
652,652,31,89,1
172,172,11,47,1
1149,1149,128,102,0
38,38,10,129,1
713,713,4,76,1
90,90,106,37,1
1816,1816,132,1,0
1205,1205,97,10,0
875,875,7,92,1
1824,1824,87,51,0
1093,1093,110,81,0
1155,1155,12,126,0
1278,1278,52,2,0
1836,1836,98,62,0
499,499,14,16,1
338,338,124,129,1
1188,1188,64,28,0
28,28,30,35,1
1217,1217,68,141,0
1242,1242,52,114,0
1711,1711,9,140,0
945,945,101,35,0
169,169,11,37,1
1317,1317,19,83,0
1197,1197,89,41,0
912,912,82,86,1
491,491,139,82,1
953,953,87,120,0
1097,1097,33,60,0
1032,1032,60,1,0
587,587,21,44,1
750,750,47,7,1
657,657,32,37,1
234,234,118,13,1
732,732,44,71,1
1866,1866,18,137,0
1537,1537,101,50,0
1156,1156,109,13,0
1381,1381,80,128,0
1640,1640,23,135,0
934,934,108,111,1
1209,1209,91,47,0
1065,1065,99,45,0
108,108,106,89,1
1800,1800,104,82,0
568,568,16,65,1
1167,1167,54,16,0
1174,1174,79,67,0
890,890,76,82,1
947,947,22,106,0
1048,1048,94,96,0
1268,1268,105,51,0
1286,1286,75,55,0
1358,1358,75,38,0
884,884,71,9,1
1576,1576,27,140,0
850,850,65,89,1
734,734,44,77,1
717,717,4,86,1
454,454,131,65,1
264,264,118,92,1
75,75,106,118,1
1562,1562,12,143,0
444,444,131,32,1
395,395,129,76,1
176,176,11,56,1
1042,1042,22,138,0
1633,1633,27,21,0
1314,1314,75,58,0
1777,1777,114,2,0
595,595,21,66,1
61,61,10,71,1
872,872,7,86,1
1665,1665,135,1,0
1763,1763,12,85,0
278,278,119,31,1
36,36,10,12,1
1624,1624,7,24,0
662,662,32,5,1
1744,1744,35,6,0
1356,1356,42,31,0
977,977,36,102,0
1480,1480,139,26,0
738,738,44,89,1
191,191,11,98,1
919,919,86,9,1
456,456,131,7,1
675,675,32,89,1
760,760,47,93,1
1699,1699,136,102,0
728,728,44,6,1
412,412,13,31,1
1098,1098,73,135,0
825,825,56,92,1
1407,1407,109,52,0
616,616,25,53,1
114,114,107,112,1
417,417,13,47,1
1791,1791,11,24,0
969,969,80,35,0
604,604,21,9,1
1798,1798,64,29,0
89,89,106,32,1
848,848,65,82,1
1696,1696,87,70,0
1797,1797,28,46,0
753,753,47,77,1
498,498,14,15,1
1276,1276,94,2,0
11,11,63,64,1
396,396,129,77,1
284,284,119,48,1
1066,1066,36,114,0
1191,1191,133,83,0
1641,1641,81,44,0
690,690,37,7,1
1536,1536,142,56,0
1760,1760,64,96,0
689,689,37,66,1
851,851,65,9,1
159,159,11,13,1
895,895,76,93,1
1835,1835,101,64,0
257,257,118,76,1
335,335,12,92,1
1764,1764,6,55,0
1039,1039,105,47,0
515,515,14,7,1
1015,1015,133,53,0
768,768,48,7,1
1677,1677,64,2,0
761,761,47,98,1
1246,1246,46,85,0
1203,1203,40,4,0
1379,1379,48,55,0
1861,1861,101,69,0
521,521,14,86,1
22,22,67,70,1
356,356,124,56,1
1277,1277,109,41,0
1312,1312,77,52,0
1794,1794,118,52,0
340,340,124,131,1
431,431,13,86,1
473,473,139,31,1
217,217,112,66,1
911,911,8,98,1
1227,1227,99,39,0
1503,1503,120,43,0
1011,1011,120,139,0
1827,1827,17,131,0
93,93,106,47,1
1008,1008,45,35,0
1070,1070,101,132,0
1092,1092,104,127,0
1494,1494,119,84,0
1308,1308,121,141,0
696,696,37,86,1
1686,1686,54,110,0
996,996,120,60,0
153,153,11,112,1
1099,1099,100,141,0
1619,1619,91,25,0
1875,1875,61,6,0
789,789,5,8,1
580,580,16,93,1
703,703,4,47,1
1212,1212,40,111,0
1295,1295,59,123,0
1722,1722,122,133,0
1260,1260,124,135,0
487,487,139,71,1
559,559,16,37,1
1141,1141,50,32,0
1119,1119,97,93,0
801,801,53,7,1
512,512,14,6,1
633,633,31,32,1
1389,1389,88,42,0
1681,1681,142,20,0
1150,1150,136,75,0
790,790,5,82,1
116,116,107,119,1
740,740,44,92,1
1592,1592,56,41,0
1081,1081,136,32,0
830,830,6,7,1
119,119,107,129,1
656,656,31,98,1
1788,1788,118,116,0
635,635,31,4,1
369,369,124,92,1
268,268,119,124,1
655,655,31,93,1
935,935,49,52,1
822,822,56,86,1
866,866,66,98,1
46,46,10,25,1
1373,1373,42,1,0
1609,1609,95,108,0
991,991,78,37,0
876,876,7,93,1
773,773,48,82,1
1219,1219,87,113,0
1877,1877,72,128,0
4,4,94,97,1
1003,1003,120,128,0
1622,1622,63,58,0
263,263,118,9,1
1801,1801,97,4,0
1720,1720,82,90,0
443,443,131,31,1
1002,1002,68,113,0
1077,1077,19,133,0
837,837,6,89,1
1684,1684,94,74,0
304,304,12,129,1
1365,1365,64,100,0
1466,1466,99,26,0
313,313,12,31,1
149,149,107,9,1
1148,1148,29,141,0
1213,1213,58,38,0
574,574,16,8,1
50,50,10,4,1
1461,1461,58,124,0
726,726,44,53,1
833,833,6,77,1
1377,1377,17,2,0
1115,1115,23,43,0
1166,1166,111,41,0
470,470,139,16,1
971,971,101,28,0
653,653,31,9,1
399,399,129,86,1
511,511,14,56,1
320,320,12,5,1
19,19,120,123,1
684,684,37,5,1
35,35,10,119,1
902,902,77,92,1
827,827,56,98,1
1689,1689,81,12,0
407,407,13,14,1
920,920,86,92,1
537,537,15,5,1
758,758,47,9,1
1062,1062,89,73,0
1199,1199,62,140,0
245,245,118,4,1
1416,1416,138,113,0
1127,1127,87,132,0
784,784,5,66,1
1639,1639,133,11,0
489,489,139,77,1
154,154,11,118,1
961,961,21,126,0
853,853,65,93,1
1311,1311,68,76,0
625,625,25,8,1
685,685,37,53,1
1470,1470,50,39,0
569,569,16,66,1
1789,1789,123,53,0
17,17,79,80,1
127,127,107,25,1
1346,1346,19,101,0
1279,1279,122,129,0
1846,1846,128,52,0
927,927,9,92,1
980,980,141,135,0
1842,1842,30,115,0
190,190,11,93,1
1139,1139,88,77,0
992,992,40,21,0
1833,1833,53,113,0
1561,1561,32,24,0
606,606,21,93,1
180,180,11,7,1
301,301,119,93,1
496,496,139,93,1
1682,1682,72,73,0
1610,1610,51,39,0
1566,1566,142,57,0
1543,1543,137,84,0
517,517,14,76,1
1862,1862,119,141,0
1069,1069,6,60,0
476,476,139,4,1
157,157,11,124,1
1243,1243,42,52,0
1195,1195,133,62,0
16,16,68,69,1
1072,1072,68,44,0
1849,1849,96,47,0
546,546,15,77,1
658,658,32,4,1
1531,1531,20,124,0
1019,1019,35,9,0
1567,1567,22,61,0
959,959,58,85,0
1766,1766,123,128,0
283,283,119,47,1
797,797,53,56,1
1532,1532,39,16,0
225,225,112,89,1
26,26,29,35,1
1664,1664,91,137,0
437,437,131,139,1
1826,1826,18,68,0
1388,1388,128,137,0
229,229,112,98,1
37,37,10,124,1
749,749,47,66,1
1045,1045,104,1,0
1398,1398,131,41,0
469,469,139,15,1
1594,1594,98,144,0
1845,1845,118,114,0
687,687,37,6,1
1731,1731,14,26,0
639,639,31,5,1
1613,1613,75,37,0
1218,1218,20,73,0
1158,1158,120,2,0
1415,1415,18,83,0
1527,1527,45,102,0
1560,1560,126,84,0
1300,1300,54,43,0
1713,1713,34,55,0
800,800,53,66,1
160,160,11,131,1
956,956,60,43,0
1186,1186,6,38,0
821,821,56,82,1
1839,1839,12,49,0
877,877,7,98,1
913,913,82,89,1
152,152,107,98,1
1771,1771,9,24,0
1670,1670,9,55,0
509,509,14,5,1
1135,1135,32,132,0
1250,1250,136,115,0
1568,1568,117,81,0
103,103,106,76,1
1445,1445,128,13,0
1443,1443,87,106,0
586,586,21,4,1
1662,1662,22,123,0
1143,1143,61,139,0
53,53,10,48,1
151,151,107,93,1
403,403,129,93,1
1821,1821,63,50,0
207,207,112,37,1
1778,1778,19,93,0
1122,1122,94,5,0
1646,1646,11,114,0
8,8,105,109,1
1014,1014,95,100,0
1688,1688,139,114,0
1060,1060,136,15,0
452,452,131,56,1
253,253,118,65,1
1327,1327,96,49,0
896,896,76,98,1
1648,1648,107,55,0
880,880,71,8,1
1772,1772,91,141,0
623,623,25,76,1
345,345,124,21,1
1604,1604,23,102,0
262,262,118,89,1
1321,1321,123,1,0
1438,1438,142,3,0
150,150,107,92,1
472,472,139,25,1
640,640,31,53,1
1860,1860,5,73,0
1767,1767,140,74,0
550,550,15,89,1
928,928,9,93,1
488,488,139,76,1
1703,1703,36,1,0
1171,1171,34,24,0
146,146,107,82,1
1606,1606,67,7,0
1808,1808,42,39,0
402,402,129,92,1
954,954,76,57,0
1762,1762,50,57,0
659,659,32,44,1
1372,1372,19,18,0
463,463,131,89,1
1349,1349,64,8,0
186,186,11,86,1
1147,1147,94,72,0
1224,1224,129,52,0
608,608,25,31,1
143,143,107,76,1
751,751,47,71,1
1534,1534,68,14,0
981,981,109,64,0
197,197,112,13,1
883,883,71,89,1
279,279,119,32,1
293,293,119,76,1
1714,1714,123,12,0
400,400,129,89,1
122,122,107,139,1
1207,1207,87,14,0
202,202,112,16,1
1462,1462,97,36,0
835,835,6,82,1
246,246,118,44,1
1439,1439,123,73,0
1784,1784,91,67,0
1765,1765,133,59,0
1153,1153,68,125,0
1426,1426,48,57,0
384,384,129,44,1
1653,1653,131,23,0
854,854,65,98,1
1589,1589,142,11,0
219,219,112,71,1
641,641,31,56,1
1,1,19,99,1
112,112,106,98,1
698,698,37,9,1
1795,1795,132,135,0
951,951,88,96,0
1636,1636,105,3,0
1645,1645,117,38,0
1410,1410,137,107,0
1409,1409,101,46,0
1533,1533,34,124,0
1291,1291,3,56,0
1700,1700,52,85,0
441,441,131,21,1
1520,1520,104,142,0
1136,1136,34,138,0
1256,1256,67,21,0
1774,1774,142,33,0
1631,1631,127,137,0
1397,1397,142,41,0
663,663,32,53,1
1871,1871,39,12,0
1257,1257,64,62,0
1667,1667,127,33,0
317,317,12,44,1
648,648,31,77,1
1434,1434,3,39,0
1479,1479,123,31,0
709,709,4,65,1
1382,1382,10,43,0
1282,1282,105,140,0
972,972,88,127,0
627,627,25,86,1
632,632,25,98,1
1306,1306,136,27,0
1400,1400,86,111,0
1408,1408,19,33,0
1248,1248,101,14,0
1830,1830,104,116,0
1254,1254,117,44,0
1496,1496,18,85,0
1371,1371,143,38,0
1529,1529,20,30,0
1663,1663,3,118,0
1354,1354,20,92,0
1805,1805,120,70,0
1783,1783,107,84,0
1643,1643,101,61,0
1736,1736,96,57,0
795,795,5,93,1
645,645,31,7,1
1012,1012,135,102,0
1727,1727,4,114,0
556,556,16,25,1
681,681,37,44,1
577,577,16,89,1
1109,1109,91,93,0
1266,1266,54,27,0
1183,1183,78,42,0
524,524,14,92,1
1059,1059,70,50,0
540,540,15,6,1
1194,1194,20,8,0
1678,1678,36,83,0
748,748,47,65,1
1739,1739,59,43,0
1430,1430,59,55,0
484,484,139,65,1
95,95,106,5,1
1020,1020,120,103,0
563,563,16,48,1
1264,1264,123,23,0
742,742,44,98,1
863,863,66,9,1
1598,1598,79,55,0
1484,1484,29,84,0
891,891,76,86,1
1577,1577,10,135,0
1038,1038,80,15,0
206,206,112,32,1
392,392,129,66,1
794,794,5,92,1
870,870,7,8,1
397,397,129,8,1
766,766,48,65,1
1729,1729,7,55,0
1241,1241,124,62,0
1028,1028,110,131,0
642,642,31,6,1
1775,1775,59,77,0
612,612,25,44,1
960,960,80,71,0
1570,1570,142,73,0
725,725,44,5,1
683,683,37,48,1
98,98,106,6,1
804,804,53,77,1
1597,1597,81,144,0
406,406,13,139,1
502,502,14,31,1
1071,1071,42,134,0
1056,1056,136,24,0
929,929,9,98,1
779,779,48,98,1
200,200,112,14,1
134,134,107,48,1
1051,1051,76,143,0
40,40,10,131,1
1017,1017,121,35,0
230,230,118,119,1
1513,1513,122,41,0
378,378,129,21,1
288,288,119,6,1
418,418,13,48,1
1698,1698,68,118,0
391,391,129,65,1
592,592,21,56,1
1522,1522,136,23,0
1162,1162,106,144,0
1086,1086,142,35,0
1495,1495,27,52,0
647,647,31,76,1
1152,1152,64,58,0
1367,1367,39,2,0
520,520,14,82,1
64,64,10,8,1
14,14,64,68,1
1180,1180,29,100,0
1064,1064,47,111,0
492,492,139,86,1
379,379,129,25,1
187,187,11,89,1
763,763,48,53,1
216,216,112,65,1
791,791,5,86,1
1076,1076,26,1,0
878,878,71,76,1
337,337,12,98,1
719,719,4,9,1
1748,1748,22,32,0
295,295,119,8,1
1725,1725,120,118,0
1016,1016,127,48,0
1275,1275,99,125,0
1750,1750,3,43,0
1485,1485,45,44,0
455,455,131,66,1
1874,1874,142,144,0
815,815,56,66,1
269,269,119,129,1
995,995,28,118,0
201,201,112,15,1
161,161,11,139,1
1579,1579,50,6,0
729,729,44,65,1
401,401,129,9,1
702,702,4,44,1
1500,1500,7,111,0
1129,1129,124,38,0
565,565,16,53,1
1413,1413,139,2,0
1021,1021,94,118,0
1025,1025,32,85,0
1411,1411,80,119,0
1585,1585,54,35,0
1104,1104,35,112,0
205,205,112,31,1
34,34,10,118,1
775,775,48,89,1
508,508,14,48,1
1451,1451,127,41,0
1478,1478,80,21,0
1848,1848,40,48,0
1390,1390,87,124,0
91,91,106,4,1
1363,1363,46,138,0
897,897,77,8,1
564,564,16,5,1
1369,1369,42,6,0
776,776,48,9,1
241,241,118,25,1
13,13,63,69,1
315,315,12,37,1
600,600,21,8,1
387,387,129,5,1
1297,1297,45,95,0
166,166,11,25,1
840,840,6,93,1
20,20,78,81,1
646,646,31,71,1
1508,1508,99,73,0
1154,1154,141,138,0
1528,1528,45,106,0
831,831,6,71,1
1267,1267,96,116,0
1590,1590,24,38,0
562,562,16,47,1
1829,1829,125,21,0
686,686,37,56,1
957,957,68,4,0
189,189,11,92,1
1806,1806,54,109,0
975,975,50,141,0
699,699,37,92,1
1499,1499,80,127,0
1705,1705,94,136,0
510,510,14,53,1
1082,1082,134,29,0
474,474,139,32,1
1584,1584,24,43,0
856,856,66,71,1
747,747,47,6,1
252,252,118,6,1
21,21,95,96,1
1337,1337,20,82,0
459,459,131,77,1
1184,1184,100,62,0
276,276,119,21,1
955,955,121,101,0
1215,1215,17,96,0
385,385,129,47,1
805,805,53,8,1
1437,1437,86,24,0
1515,1515,3,28,0
343,343,124,15,1
769,769,48,71,1
1332,1332,36,74,0
1685,1685,59,112,0
130,130,107,37,1
1687,1687,30,60,0
871,871,7,82,1
1123,1123,121,103,0
1396,1396,18,11,0
87,87,106,25,1
1482,1482,125,46,0
330,330,12,8,1
1238,1238,103,129,0
466,466,131,93,1
121,121,107,131,1
1638,1638,18,125,0
1044,1044,136,67,0
1724,1724,54,111,0
1095,1095,114,41,0
1130,1130,79,134,0
1294,1294,85,116,0
860,860,66,82,1
1459,1459,111,2,0
1126,1126,118,74,0
